date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:03:30	2438/2438	---MCZ	200	added ('OK')	text/css	etag:W/%228ce83c31f9f5b67346f3e5c7587b61b1%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/css/dreaming-attribute.css	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/css/dreaming-attribute.css	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:30	347765/347765	---MCZ	200	added ('OK')	text/css	etag:W/%220702a7b28281de436fcc54c65ca83f8f%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/css/style.css	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/css/style.css	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:31	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:30%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/index-2.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/index-2.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:31	194325/194325	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:30%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/index-2	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/index-2.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:31	3790/3790	---M--	200	added ('OK')	image/png	etag:%2218f6e92fe7e1cda8c65fcf9117cca35f%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/logo.png	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/logo.png	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:31	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:30%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/my-account.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/my-account.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:32	78624/78624	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:31%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/my-account	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/my-account.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:32	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:31%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/cart.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/cart.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:33	97224/97224	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:32%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/cart	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/cart.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:33	114382/114382	---M--	200	added ('OK')	image/jpeg	etag:%22c96c969f78abe32f711b5f224e116b15%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/apro134-1-600x778.jpg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/apro134-1-600x778.jpg	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:33	102946/102946	---M--	200	added ('OK')	image/jpeg	etag:%2283301dfc88dab526b13d727b993b8937%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/apro1113-600x778.jpg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/apro1113-600x778.jpg	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:33	123159/123159	---M--	200	added ('OK')	image/jpeg	etag:%22e5e90de6854e50d9333f987f5533a0e1%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/apro201-1-600x778.jpg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/apro201-1-600x778.jpg	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:33	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:32%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/checkout.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/checkout.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:34	121260/121260	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:33%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/checkout	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/checkout.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:35	9274/9274	---M--	200	added ('OK')	image/jpeg	etag:%220dc9be6b2dd0e213f9247327cdd823c1%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo001.jpg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo001.jpg	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:35	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:34%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/home-02.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/home-02.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:36	246856/246856	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:35%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/home-02	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/home-02.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:36	7495/7495	---M--	200	added ('OK')	image/jpeg	etag:%222b051e2f527d9a6fd9b406717102e1fa%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo002.jpg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo002.jpg	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:36	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:35%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/home-03.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/home-03.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:37	159913/159913	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:36%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/home-03	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/home-03.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:37	10131/10131	---M--	200	added ('OK')	image/jpeg	etag:%22daf886096d7d6d59c961c88cd9c72f7b%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo003.jpg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo003.jpg	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:37	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:36%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/home-04.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/home-04.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:38	153654/153654	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:37%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/home-04	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/home-04.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:38	10460/10460	---M--	200	added ('OK')	image/jpeg	etag:%225c32e44d820b0e25a0bc0c70de7dd0c1%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo004.jpg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo004.jpg	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:39	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:37%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/home-05.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/home-05.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:39	94912/94912	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:38%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/home-05	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/home-05.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:40	12507/12507	---M--	200	added ('OK')	image/jpeg	etag:%22f15d580cab0c3cc784a1c98b83ada72b%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo005.jpg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo005.jpg	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:40	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:39%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/home-06.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/home-06.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:41	147836/147836	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:40%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/home-06	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/home-06.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:41	9991/9991	---M--	200	added ('OK')	image/jpeg	etag:%22a6c6e6456cbad8de9efbc365ef5a1441%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo006.jpg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/demo006.jpg	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:41	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:40%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/shop.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/shop.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:42	159008/159008	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:41%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/shop	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/shop.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:42	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:41%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/shop-list.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/shop-list.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:43	168644/168644	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:42%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/shop-list	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/shop-list.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:43	925/925	---M--	200	added ('OK')	image/jpeg	etag:%22e6d953ea88c92c3e8ffd5a83cc826974%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/label-new.jpg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/label-new.jpg	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:43	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:42%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/shop-leftsidebar.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/shop-leftsidebar.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:44	169233/169233	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:43%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/shop-leftsidebar	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/shop-leftsidebar.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:44	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:43%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/shop-rightsidebar.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/shop-rightsidebar.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:46	169236/169236	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:44%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/shop-rightsidebar	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/shop-rightsidebar.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:46	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:45%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:46	133136/133136	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:45%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:47	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:45%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-policy.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-policy.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:47	135552/135552	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:46%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-policy	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-policy.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:47	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:46%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-rightsidebar.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-rightsidebar.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:48	137517/137517	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:47%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-rightsidebar	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-rightsidebar.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:48	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:47%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-leftsidebar.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-leftsidebar.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:49	137514/137514	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:48%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-leftsidebar	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-leftsidebar.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:49	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:48%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-bundle.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-bundle.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:50	133872/133872	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:49%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-bundle	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-bundle.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:50	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:49%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-360deg.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-360deg.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:51	136832/136832	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:50%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-360deg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-360deg.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:51	968/968	---M--	200	added ('OK')	image/jpeg	etag:%22dc9d8fb9e8593ff8737f9f62660b09de%22	https://thoi-trang-trang-suc.daca.vn/lynessa/assets/images/label-hot.jpg	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/assets/images/label-hot.jpg	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:51	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:50%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-video.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-video.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:53	133174/133174	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:52%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-video	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-video.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:53	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:52%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/wishlist.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/wishlist.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:54	81210/81210	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:53%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/wishlist	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/wishlist.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:54	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:53%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/order-tracking.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/order-tracking.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:55	73561/73561	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:53%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/order-tracking	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/order-tracking.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:55	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:54%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/compare.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/compare.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:55	83349/83349	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:54%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/compare	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/compare.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:55	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:54%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-simple.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-simple.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:56	128521/128521	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:55%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-simple	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-simple.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:56	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:55%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-external.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-external.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:57	126891/126891	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:56%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-external	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-external.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:57	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:56%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-group.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-group.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:58	131761/131761	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:57%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-group	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-group.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:58	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2009%20Nov%202024%2011:03:57%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-outofstock.html	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-outofstock.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
18:03:59	126663/126663	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Nov%202024%2011:03:58%20GMT	https://thoi-trang-trang-suc.daca.vn/lynessa/single-product-outofstock	D:/lynessa/thoi-trang-trang-suc.daca.vn/lynessa/single-product-outofstock.html	(from https://thoi-trang-trang-suc.daca.vn/lynessa/)
